Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
0.039175419080753955,0.26565668846669904,0.05214417442469555,0.06853883170099297,0.27765589504149946,1.0494509963032659,0.235857075420592,0.5037146000801963
0.01797340996473007,0.11477036640875032,0.10065472547819541,0.21856925466612281,0.3517985597938725,0.8167245822167775,0.21984730285060008,0.48393358208987436
0.05068789893166788,0.44927857599761256,0.10381676569876361,0.6371164348408808,0.4029412583479394,1.4085184136969497,0.05257882548924336,3.489013601350503
0.03501173090403926,0.3644219763138748,0.5433652480765575,0.5951591571288007,2.3021418848021407,3.2965616915277223,0.12434734051263027,3.3689730706423497
0.1489115438154634,0.3530176876698901,0.2733453868460577,0.059942497330444766,1.063979179043831,1.2108009730791018,0.5943068575241867,0.9525141161068401
0.0702640243591457,0.37315659170227994,0.183204852201511,0.22101843411346453,1.1085746399129575,2.978588396146529,0.42885435914199943,0.7698257083646832
0.04453130544213408,0.3363146617463244,0.312360665934065,0.24216787113127658,1.320920270644507,1.154148282964276,0.2938957522264016,1.0203190334283176
0.07453366660299435,0.32707844022202054,0.21104213645355377,0.496978580403313,1.1044620959118798,1.2271711170041955,0.3625523940286,0.8650375222767499
0.019970372151549398,0.26103049198156014,0.8978325278788303,0.4791529150225666,1.787932582698183,2.6427540536604277,0.4565525842556915,3.0352177705062253
0.028768968658236926,0.13478792301216483,0.0707400101986268,0.08441064168934284,0.5521609034522877,1.0500594473210043,0.06374089287182595,0.36911869370419204
0.009409302914467997,0.20977977059942893,0.21853783882615024,0.42022675265613163,0.4589864450472949,0.9767607001561803,0.35597099956336553,0.6196805552602489
0.025555831412557507,0.23432518247973644,0.9221676451073351,0.428321903595673,1.9663098653384399,2.752554735482353,0.5008492867097429,3.1213244193624883
0.07176721916413549,0.5299810944071336,0.2500264788163206,0.16664121224444164,1.0786335327874832,1.1227726204383999,0.16173937635883368,0.4615353162276114
0.15189779597232345,0.18285426299428945,0.8143955727111463,0.6129127925323259,2.0112298286774566,2.7073568522671723,0.3918005470795268,3.0566492736855
0.05836026920939523,0.358171174866457,0.4695999954470828,0.08298460573845397,1.130460072630033,1.177153725548228,0.5289953131101807,0.8109488576756596
0.0040944523165837455,0.17697814382214905,0.0615649746206352,0.6328383620115912,0.5698766065750206,0.9963666764608426,0.4424169256569525,0.4682165782419602
0.060665430055851476,0.1810310279269687,0.15565715779157152,0.08526966685413728,0.7015725702065138,0.9249299277478937,0.07291410038044513,3.5969360283898646
0.08873453302703814,0.04262473479620624,0.21010269018234268,0.09184578731994157,1.1582470809781522,1.276038212086613,0.31192388754858563,0.9073867260674101
0.07977463086172581,0.4574290247355079,0.6590447164413276,0.5608445995880049,2.4527819204767827,3.2044357984242278,0.04250690635149596,3.3952228316913664
0.10428661877348122,0.3790598596500815,0.32767451549060794,0.2998347085665178,1.282917948129495,1.211120756770732,0.5421348511463475,1.0640214638259533
0.04898180925322413,0.378220569579523,0.6828932900087166,0.7384631754285708,2.3811893315213117,3.2469871607837257,0.12507925565093794,3.3778193320810312
0.00228360352480784,0.4834562704189037,0.5422650862964541,0.6001658640696805,2.47511637039903,3.256136617913374,0.13144626963911932,3.3202224000687286
0.02830903828837779,0.42491740438263076,0.551053025504266,0.5479425366692254,2.5109594338634724,3.229953038130692,0.15666540921089428,3.5035959096717852
0.022395445130973354,0.4627278176248357,0.6996420162451347,0.0882425983666371,0.3709208570803486,0.9479586066894199,0.22492393763866927,3.444816661556849
