Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
0.08139961285613902,0.531182630058011,0.39129635544637476,0.38762946513058394,0.4936556619884901,1.923995531293929,0.5946290842306974,0.5756482738094049
0.00862981429198029,0.7622493511848779,0.13475755241077403,0.797976987222945,0.6608774189275082,1.729087892603226,0.398583211108634,0.4414800381297237
0.18258487266188328,0.165190038710693,0.2236106426771436,0.803951854247278,0.5533153396747715,1.673415301809881,0.06488121801324125,4.033227633608445
0.02855809229644847,0.7553077655289633,0.869187318872211,0.9462457243507617,4.906777614040619,5.318470174288048,0.4515556831158519,3.700010111324722
0.10147799401281798,0.10850474015555635,0.12979069632785387,0.30670171556226006,1.7437236805587626,1.3436444365854956,0.11226364139782259,1.5174406668434168
0.12582774684650835,0.14788907928995432,0.34144912540476247,0.24793989023524954,1.7681947090699195,5.536200765267091,0.09739106187568948,1.3857439121942003
0.15430545578285518,0.11738597131071792,0.3467756804686672,0.18135387555491708,1.99334464714929,1.4844956123536204,0.13231659278548863,1.4852420037075655
0.03479103193149115,0.1884984956033093,0.2921410334800248,1.2974437599633952,1.790033031100506,1.4289410932484374,0.0885372967167024,1.4162858152595925
0.17848318158827617,0.9283299992634282,0.9784176582560039,1.4325646046201974,3.9794132096839516,5.3312281052746116,0.574277481239226,3.129803229023455
0.09217961550334977,0.5899041888015683,0.17282987584652862,0.5705097472272078,0.7026798080901663,1.9920585911048412,0.2972852679776027,0.23976381092696858
0.08930612296486402,0.4487027994370028,0.14743446609654862,0.638343962845188,0.6330633960806777,1.7098392552167618,0.12172300426658954,0.7699285712976834
0.03309912190629809,1.0234768837485066,0.9970952606136331,1.320288490869677,4.147568153506251,5.514940571126725,0.7643350195735403,3.1785658675670594
0.10873433313151311,0.05544046144334389,0.29042288765179763,0.048510279697484456,1.6789033816702523,1.3033822943227802,0.3828935401724176,0.44947266606003905
0.10272688475657242,1.14836648735637,0.9010616525340764,1.4293910891632025,4.099920521126512,5.500526631276772,0.5800096997765766,3.0853066396807898
0.07363216147359089,0.07081038776557405,0.0649185579519325,0.055697878612061325,1.7060882087479423,1.518766969229814,0.1681703845414644,1.2144511750902716
0.04180030794238329,0.5389951796173934,0.5911341895950021,0.9513331336626216,0.8159408503989024,1.8910004780092926,0.10213776276431441,0.505576646577984
0.012372070976691876,0.5802151382034422,0.1395067057328183,0.6017686396317976,0.8678231382420282,1.9150460453711955,0.35992627201909316,4.09015835576959
0.01054669246690328,0.6608281660630841,0.4062952815096356,0.2215705217323003,1.7263534333800754,1.5810223002313548,0.3276959778619667,1.4151702092096685
0.008952734600195291,0.7282839028035333,0.9036013203457415,0.8612288225368177,5.151834070807684,5.32844787452105,0.4860027527427807,3.9302287205636244
0.005917853670519339,0.22903388833793742,0.18700525146851674,0.204865336161696,1.8404665609301696,1.4804637632122453,0.0031245049283137364,1.605937325113613
0.21118235090017065,0.765527639748709,0.9574186829617783,0.9667159957605983,5.114823866602434,5.324260454600753,0.5137835185347103,3.943196279460408
0.09810086848695317,0.6894497433529881,0.7623752680159539,0.8873993357553037,5.292816300026312,5.2538289093885835,0.5658902085916272,3.8805930662830495
0.042769179180126696,0.7553465724629632,0.8358637161536633,0.9090311842474412,5.308834008376903,5.349310162019725,0.5823750237805411,3.9724812135631655
0.003994298031027519,0.8113997174954173,1.027914852610499,0.4895388965013654,0.604474181137595,1.8123472493113775,0.7516982291197711,3.91359361488485
0.12376341809252309,0.41547349885370227,0.34381724178105744,0.5361575524945097,0.9552532678457905,1.9663880126495539,0.0940398151221028,0.5627528610897513
0.2030162861966107,0.9811902930126764,1.3371711221958917,0.014886619748275012,1.6329244941362937,1.6316201614192256,0.044829521812196134,3.2727970489276887
0.15370172904836996,0.0075937666825937325,0.050016903185801806,0.051635304619500055,1.694354352195203,1.3109137336540853,0.1780307839249714,1.2164792761839587
0.16087709632700473,0.15193688269544275,0.4654158683166991,0.10077196877710864,1.7777428746641288,1.4388202104816432,0.1932221381916399,1.2029696767108105
0.024401481066739155,0.30531058581738707,0.359719215897838,0.4507392826320461,0.6691974253887379,1.9773318717638215,0.5843754225050675,0.5339798887522157
0.04689507873872084,0.09330420574717882,0.04935759403153651,0.3090112187384492,0.5604654411739107,1.8079823646696613,0.05176529993144358,0.6516158270417238
0.018358809050211648,0.13967887069416793,0.21854970206877186,0.4063588707548858,5.069436064830603,5.287046950267003,0.5079664562898851,4.0794400626039
0.23935906678678331,0.5965521291349339,0.9269789859245765,0.5460509234381618,5.133696439178138,5.308548578666334,0.5532193386649833,3.8118768804678056
0.060558973853893534,0.838833152894167,0.8374739888031174,1.2010141695692147,4.133111200386222,5.5865187093504325,0.6325256705848309,3.0423426470251576
0.051572576459645934,0.15808844649778633,0.06815459428844195,0.39796426199834894,1.6471493804693984,1.4412645543451394,0.21552973734404135,1.3621330894039883
0.0650534076968905,0.3237542622138144,0.3059930053040735,0.0313666644437626,1.818927108677762,1.34721330588152,1.2174129838313414,1.5789415964951397
0.05790085417021733,0.5571318090627692,0.009191925425904116,0.39701751116718903,0.5896584272736876,5.258889087205728,0.3064426439776677,0.37849837592117863
0.08363124284232924,1.0301735926076931,0.958912649176622,1.2863023474132542,4.109694514303912,5.3903415999685365,0.47600633229433986,2.845067199361656
0.07364183654627414,1.1328215166406843,0.812852996682561,1.3280413066591144,4.156895088665631,5.531728445700608,0.8430739293938854,3.106729782346076
0.18275824379129885,0.08328539241964442,0.13105972947230177,1.151284301981738,1.7185428850997595,1.5284182522237482,0.1310125071390334,3.2596429397191007
